"from_stop_I","to_stop_I","d"
46893,2879,1099.77364272598
46894,2880,1259.66740741096
46895,1729,909.205048299686
46896,421,362.738236366527
46897,373,638.678077724696
46898,4724,1169.35506199076
46899,170,532.954164094409
46900,1016,397.955140839215
46901,1016,358.306900254902
46902,441,188.031631987033
46903,410,436.985198526567
46904,401,283.480052747851
46905,600,505.783758210909
46906,778,653.883000598549
46907,593,1183.89807652562
46908,602,580.822157283755
46909,1146,873.962524602979
46910,4719,637.073340760227
46911,1130,367.216510320836
46912,754,420.577461908551
46913,726,278.427787607597
46914,753,964.249368106332
46915,1145,590.484308583686
46916,1138,285.37047896757
46917,406,212.194347743873
46918,600,186.975461385049
46919,974,360.099791367044
46920,2910,447.246115382106
46921,722,265.388945746464
46922,735,416.063469211043
46923,722,364.361128190101
46924,722,636.529897002681
46925,723,520.070941358537
46926,426,174.198418532115
46927,1101,720.952511615168
46928,2931,450.200072447707
46929,371,1056.20861864341
46930,1132,574.076798989212
46931,1133,114.525220759352
46932,166,938.053212094631
46933,164,700.869053676479
46934,1142,239.128584604496
46935,397,542.269763864359
46936,1132,621.646812155307
46937,409,496.17438742219
46938,413,572.146481515721
46939,371,614.141454052242
46940,2831,1320.93336885938
46941,174,629.724266839641
46942,174,262.84469525937
46943,727,655.591051996597
46944,2685,501.097797046561
46945,3290,549.322798804732
46946,2689,380.377838459366
46947,2680,788.577693866287
46948,2831,1396.06736159362
46949,3289,1547.37601524714
46950,779,570.824915386963
46951,717,263.289324724957
46952,768,640.664549259463
46953,403,185.653313398075
46954,455,1236.90651134524
46955,371,1205.01190942109
46956,4723,814.217166773016
46957,2866,954.742475479477
46958,1137,647.566475718324
46959,358,416.590943467215
46960,2693,1493.38357966609
46961,181,743.719612659684
46962,3520,202.282532074466
46963,724,1583.98042164676
46964,1097,147.580197608581
46965,1039,526.038359727425
46966,1099,528.029799039676
46967,1084,536.175373993535
46968,1101,255.641015080609
46969,1113,615.201197680242
46970,1080,915.959353188597
46971,1122,577.545810321548
46972,990,347.274544283498
46973,991,460.25748512452
46974,369,533.659881065075
46975,142,478.147848601593
46976,134,572.073192773106
46977,136,308.869464902265
46978,2911,995.29921898897
46979,2939,1291.08130152874
46980,613,160.739183411019
46981,1774,585.377319029338
46982,1777,416.66357358673
46983,1786,598.812479096573
46984,1786,317.288782028639
46985,988,355.835503406843
46986,339,402.275113966368
46987,1002,699.768460642477
46988,1778,382.266151054211
46989,971,369.497459206073
46990,1631,574.566010316598
46991,998,335.424029957079
46992,612,1086.7732961103
46993,342,345.091768593851
46994,1253,829.954834889028
46995,1253,345.833667692465
46996,3167,33117.4144000257
46997,1645,199.516319975004
46998,334,1567.59320895909
46999,940,506.13917447969
47000,1265,57.5860158209293
47001,392,527.562282650283
47002,335,687.019574756013
47003,16,276.011668350186
47004,115,1441.84519044413
47005,16,903.652802240043
47006,144,1425.54278211788
47007,116,1626.54711045094
47008,17,807.669953658256
47009,933,1867.94045049056
47010,40,969.079540295647
47011,1754,516.121358132494
47012,1093,736.902575169579
47013,960,482.837093910703
47014,720,940.213335672618
47015,1014,559.380507453674
47016,95,386.80765080509
47017,74,251.925931387062
47018,945,71.5771282448871
47019,945,258.937733490174
47020,2990,450.332436607897
47021,3422,492.70540849223
47022,2988,860.606217757673
47023,2916,419.393975284374
47024,3342,348.524014059773
47025,1014,363.324024957881
47026,1644,331.708658607131
47027,3143,12301.2082000785
47028,994,250.33865372679
47029,998,597.725683807205
47030,982,202.224259382297
47031,716,1314.93838289784
47032,431,537.355165107139
47033,1090,188.556879979507
47034,385,741.435421234126
47035,385,1037.45592230886
47036,1736,1129.10896303254
47037,427,438.054069555221
47038,1630,61.0048358386308
47039,947,333.457027707567
47040,346,254.665926972313
47041,347,327.90888731042
47042,720,284.301534900146
47043,112,1611.9831227953
47044,3142,13364.969997632
47045,3142,13476.6128045232
47046,3142,15720.9213374244
47047,1661,404.69899263088
47048,349,800.708815389221
47049,1727,610.408714713965
47050,1010,1000.35320964302
47051,1008,425.694731817619
47052,105,862.689853156864
47053,1021,984.67967688152
47054,1641,627.275713047622
47055,522,136.558664724106
47056,523,415.077743433229
47057,522,491.530600855398
47058,3367,513.46553721278
47059,3145,570.537152659605
47060,3142,8927.17899661428
47061,1662,991.744083883172
47062,520,337.561630914031
47063,1641,698.965477305357
47064,968,365.99458244077
47065,1638,615.33604174574
47066,957,590.85056545572
47067,125,463.755631284283
47068,966,462.291948224643
47069,965,423.643059394173
47070,29,449.181215684897
47071,1536,209.52479370918
47072,3142,12850.8705908892
47073,3167,40209.1764696837
47074,1534,1104.17178539038
47075,1691,593.759590544466
47076,1750,517.423661811858
47077,1750,178.621551453923
47078,112,842.372508723177
47079,84,1172.97736441333
47080,248,317.928554005231
47081,5181,838.376840881978
47082,1,336.359869771649
47083,1,724.021824959374
47084,1373,352.477299547995
47085,4773,252.256697281923
47086,1530,650.84618876845
47087,105,1100.93340434543
47088,3452,260.657261049594
47089,81,279.896557273391
47090,112,1259.60180056097
47091,828,328.946906351247
47092,5181,530.117633820603
47093,161,396.659147088682
47094,956,520.176732461646
47095,975,576.804264484567
47096,3038,995.090798777674
47097,3051,1619.64470635581
47098,965,1049.06775285349
47099,951,424.984189605295
47100,538,789.339277909307
47101,977,770.987617563346
47102,160,336.323533869342
47103,537,488.521997943863
47104,144,448.441325983888
47105,125,195.144372776854
47106,126,101.12957047942
47107,1774,467.661994580558
47108,1758,510.091363576703
47109,1702,564.809747643367
47110,5197,468.704534087633
47111,1660,532.560987146373
47112,711,64.7860378683815
47113,964,163.12311173757
47114,965,409.069303897827
47115,87,738.100997702265
47116,1677,354.744483520503
47117,1677,698.000284443569
47118,1703,185.051173729196
47119,85,349.612996819715
47120,1708,427.071538600533
47121,87,465.28456330098
47122,2853,522.350430172187
47123,1704,584.39024775956
47124,1677,829.707842423108
47125,1705,486.379185725769
47126,1818,297.461400731345
47127,1623,255.189289187681
47128,219,283.824703087826
47129,394,410.310233684266
47130,39,471.788900962608
47131,938,1351.16827905362
47132,938,1046.70343499369
47133,1555,1069.25590256154
47134,3532,4383.09383164714
47135,3532,1491.94258234435
47136,3533,2977.85298836617
47137,40,721.963118118639
47138,117,703.335438879333
47139,120,622.298168029262
47140,2932,1025.73373346216
47141,2909,638.559032373519
47142,2933,146.661927400682
47143,3032,338.377382517318
47144,3042,388.544017045492
47145,350,292.398037733377
47146,429,612.623411181239
47147,110,144.057440119042
47148,1639,172.402978601751
47149,1709,448.460857268867
47150,1595,281.302589191419
47151,1013,906.951175305307
47152,995,237.047925842063
47153,3050,597.315079240427
47154,775,1933.22675911588
47155,1745,577.226194839094
47156,1600,1270.43659771532
47157,1690,1069.21714269137
47158,3041,628.61010216294
47159,173,663.779441261203
47160,718,1626.24681824746
47161,126,339.650720857057
47162,131,82.1460528593246
47163,128,376.38975170958
47164,3052,462.034235397984
47165,3052,871.076615405335
47166,718,466.018839799158
47167,720,706.302820595902
47168,1704,1347.58430540846
47169,81,1100.55911838115
47170,1732,763.857514227918
47171,83,406.431307565107
47172,523,396.746080404344
47173,522,1084.33145138582
47174,1670,634.187749089352
47175,1633,178.415820010736
47176,1749,721.824152729786
47177,2850,1307.56139045526
47178,138,495.030050025739
47179,139,979.837518977396
47180,83,647.870836066416
47181,627,242.261490596118
47182,627,669.986240670439
47183,629,299.81232831909
47184,1712,1379.69117062621
47185,1747,1011.49916931663
47186,3040,555.070278951167
47187,3029,856.823730296014
47188,3394,1390.67141643077
47189,3045,244.87329536522
47190,3045,1344.83641400873
47191,3046,466.464828630292
47192,630,1157.19555948716
47193,450,581.992797596661
47194,773,1366.1548130614
47195,2751,283.703100042502
47196,364,248.713928735576
47197,2698,633.469124442587
47198,2699,971.529755941422
47199,2741,790.182294739549
47200,2810,439.831997247975
47201,2811,426.742045590317
47202,2785,840.044009356508
47203,2803,786.420131826132
47204,2799,600.380585066849
47205,2997,523.485987299317
47206,2798,297.657828073677
47207,2799,161.552481341708
47208,2806,146.928911278939
47209,2726,739.478295472403
47210,2728,125.14963487959
47211,2724,627.718042516276
47212,3021,1287.66565168765
47213,3119,769.129828273156
47214,3118,795.18554978809
47215,3122,296.164566359977
47216,3307,83.9117383717847
47217,3318,398.721566997976
47218,3319,742.310574386152
47219,3327,827.331044354336
47220,3104,1118.07771863222
47221,3118,443.984512900509
47222,3117,738.283202278416
47223,3320,443.220957485704
47224,3256,337.171828565213
47225,731,809.699240025957
47226,1792,1875.54183719239
47227,449,539.696443188794
47228,1604,397.43441046319
47229,1606,785.985485397231
47230,2839,1039.29598896308
47231,1792,1026.08243386049
47232,1687,351.535703909628
47233,1687,420.534506318998
47234,1671,459.345955201831
47235,3334,351.081883511594
47236,4812,937.648281097103
47237,631,1413.7251196527
47238,3062,514.638172389473
47239,2785,1231.39034899213
47240,2707,739.66563073887
47241,3009,344.997709386847
47242,3059,661.544738042344
47243,3068,847.605829369817
47244,3055,719.883193004003
47245,3373,1476.99705175861
47246,3121,1118.76735067642
47247,3107,806.734388880336
47248,3104,350.645323915288
47249,3373,612.206655960433
47250,3372,525.797284591824
47251,3374,963.049580723195
47252,454,515.072023069288
47253,3125,438.878017508958
47254,3336,691.879573925564
47255,3331,1394.62210858584
47256,366,957.98057711081
47257,454,670.42832574414
47258,454,399.729752136261
47259,4723,668.0445053169
47260,2802,321.698840206081
47261,629,546.833065273149
47262,597,460.485004256066
47263,627,414.219690441193
47264,3117,327.763514463161
47265,3531,872.333784040562
47266,3108,359.962024504442
47267,3107,286.381623508321
47268,2760,1632.50179416032
47269,2734,674.968137495579
47270,3278,281.145539144084
47271,3124,948.686882378067
47272,3116,374.947563308062
47273,3334,711.352552894222
47274,3071,1171.00782469625
47275,3380,319.962252451857
47276,3071,528.57047259976
47277,3332,2315.41409657568
47278,3332,2366.97177928067
47279,2792,436.456363272042
47280,631,1032.15088493078
47281,3070,905.185954108437
47282,3070,516.552375202892
47283,3273,580.309170068712
47284,2792,746.427008815442
47285,594,863.299141575501
47286,594,462.105345241936
47287,595,1047.64853973417
47288,4792,973.430945574448
47289,2701,705.429606556807
47290,2808,664.921235489484
47291,3377,1073.13220737829
47292,3274,950.435718106646
47293,2795,485.379746139722
47294,3464,2052.14474137772
47295,3126,392.454836167415
47296,3464,1289.29573812346
47297,3390,645.823247639965
47298,3424,702.801673373615
47299,3424,1181.35932136816
47300,3277,768.89074279178
47301,4793,1980.61775771058
47302,3284,485.413734980169
47303,3033,571.655101275129
47304,2730,527.64071937732
47305,3080,410.987496475707
47306,3065,416.664398176795
47307,2792,1243.36324649034
47308,2723,175.695005580937
47309,3079,417.634395969777
47310,446,494.680588152063
47311,4727,421.662536708865
47312,4727,1250.85945904327
47313,3488,368.819355596897
47314,3487,520.983135939331
47315,4790,768.954705371238
47316,4790,1318.35306823128
47317,3079,741.392198106234
47318,3085,423.842496671526
47319,775,264.871703497909
47320,3538,852.32398632376
47321,3538,740.641330896591
47322,757,924.956345322434
47323,771,599.900973758681
47324,759,957.262901038652
47325,776,437.155619829113
47326,775,942.40708082269
47327,776,1228.90879975359
47328,2809,112.729409654211
47329,3530,761.205028613606
47330,3330,1206.97990365032
47331,3458,586.289001649486
47332,3134,597.204859194778
47333,3167,1099.13891768325
47334,3167,3259.10552769472
47335,3167,1577.09503694477
47336,3167,34200.4949878909
47337,3167,2688.84736268208
47338,3167,3744.67154293953
47339,3167,4724.20142097075
47340,3142,11787.1492606702
47341,362,872.772969885224
47342,364,1297.57559427998
47343,445,580.852109440778
47344,3009,1029.61502323624
47345,3378,416.241208879832
47346,3183,636.727039436603
47347,3142,12654.3044424456
47348,3167,37629.6406303538
47349,3151,520.152336362584
47350,3133,1434.75152507313
47351,3123,513.426675398738
47352,3411,361.503086535528
47353,3167,38299.9310767615
47354,3142,9474.33624303608
47355,3167,33620.7589205235
47356,3167,35050.668721347
47357,3142,16254.1369080215
47358,3141,11450.7158171062
47359,3332,2160.00847174683
47360,3538,391.640480940547
47361,2838,425.176447667042
47362,3142,10075.6434670131
47363,3143,9638.29809017511
47364,3143,10603.0567163429
47365,3143,11610.6131828338
47366,3167,35552.9093181402
47367,3142,13006.9067930559
47368,3257,570.689788547932
47369,3117,313.893800027744
47370,3167,27727.058881542
47371,3167,39061.5655968697
47372,2837,97.7887037506462
47373,2838,664.037985143106
47374,3069,486.604979371738
47375,3167,33285.5786813772
47376,3167,35512.8992427034
47377,3167,39461.3949326111
47378,3167,39259.8341512578
47379,3167,39799.1133783276
47380,3143,11987.0402772475
47381,3141,12752.1611856539
47382,3167,26419.3298812888
47383,3167,26387.7583044838
47384,3167,34962.3380947495
47385,3167,32115.8962468786
47386,3167,32251.3369800343
47387,3167,36838.9194251388
47388,3167,2169.49440462116
47389,3134,626.288962953766
47390,4798,533.049705428956
47391,3133,352.139930049671
47392,3167,25087.8320714511
47393,3167,26574.9926781608
47394,3167,27600.7058032173
47395,3167,28379.5423424926
47396,3167,27609.3888890885
47397,3167,38759.4129465178
47398,3167,25984.1104784474
47399,3167,26275.0543873398
47400,3167,25925.8196000018
47401,3167,27019.7920135107
47402,3167,27292.9445605648
47403,3167,28443.9411933237
47404,3167,38367.778495336
47405,3167,37747.1749906759
47406,3167,37664.4347635058
47407,3167,36399.296978189
47408,3167,36216.1801922518
47409,3167,37059.976515297
47410,3167,26700.1355967702
47411,3167,27844.7745481694
47412,3167,29051.027193334
47413,3167,25133.3951696479
47414,3167,25701.7021138673
47415,3167,36998.6528466029
47416,3167,38923.3551725565
47417,3167,26141.7235571225
47418,3167,26327.1944538281
47419,3167,26980.8082613631
47420,3167,26791.121780566
47421,3167,26894.0646696143
47422,5146,621.583418965043
47423,2027,1454.88502132216
47424,2640,377.833835281877
47425,1877,549.343851529574
47426,2661,844.68263887463
47427,2446,77.149886000816
47428,2392,334.169293126435
47429,1914,314.373606600892
47430,2415,237.028407157231
47431,2118,219.297153528351
47432,2105,509.624391556284
47433,2118,988.659165149393
47434,2119,881.572103857032
47435,2134,308.446067832942
47436,2134,1000.07247895481
47437,2256,571.476122936921
47438,2472,515.072308385034
47439,2665,472.709064093685
47440,1864,848.930582911976
47441,1181,940.337244060924
47442,1666,452.758252538844
47443,1666,1025.51017577748
47444,4761,453.485388103519
47445,2188,702.929945901766
47446,2415,735.762629915729
47447,2430,980.634799085039
47448,2664,345.926351372476
47449,2666,524.833096803127
47450,2067,1246.31246891025
47451,2085,436.127712846936
47452,1281,1065.92642338972
47453,2145,696.836716448476
47454,5146,1957.40962228054
47455,2432,1492.15997790195
47456,2674,638.571221838051
47457,2167,171.833176536941
47458,467,187.691035953674
47459,466,412.273054847844
47460,476,807.35340128607
47461,471,1187.03704189067
47462,479,745.764441100254
47463,256,251.658970772312
47464,1917,1831.16738713583
47465,2480,1046.7686959641
47466,2676,367.652001406252
47467,5113,406.658936134859
47468,1962,535.407638362249
47469,2379,524.578785155776
47470,2140,483.33748556946
47471,2139,229.840037850385
47472,5113,236.142829495845
47473,3749,1025.45502884336
47474,3754,744.846422034282
47475,3753,539.292372506142
47476,3938,385.862335463486
47477,2469,361.819433449011
47478,2498,667.209724355581
47479,2140,467.524969196646
47480,3844,732.061451028661
47481,1176,179.055142813369
47482,1176,74.390664711145
47483,2545,2281.69726064395
47484,2674,663.115080800537
47485,2625,672.075087779092
47486,2023,380.391118537494
47487,4743,625.130254694293
47488,4743,962.418841300691
47489,651,280.965948707037
47490,583,361.33709776228
47491,1468,275.426180596951
47492,2309,750.692188510736
47493,2270,315.860537803449
47494,2269,364.397235961686
47495,1899,553.48404899361
47496,2169,922.943278063494
47497,2023,912.466189684368
47498,2016,163.663769324321
47499,2627,328.92299161781
47500,2495,1131.97676946502
47501,1474,464.562053108302
47502,575,559.425242052084
47503,555,787.77239711685
47504,1451,429.704577667642
47505,1898,367.126840729137
47506,1832,342.003979058614
47507,2484,1257.99865494897
47508,2037,1347.75994150018
47509,699,193.020513378497
47510,1353,1224.70644738303
47511,1353,820.583535356582
47512,1591,740.442345556094
47513,655,252.06177973912
47514,1591,181.451113920853
47515,2156,317.771390278558
47516,646,322.275073776427
47517,5106,413.718003727084
47518,3757,1138.77363933414
47519,2376,305.135632506373
47520,2075,1074.51832144448
47521,549,287.133206508425
47522,578,1106.43424619007
47523,578,472.84330234095
47524,823,308.05771807337
47525,2415,882.734819585514
47526,2430,793.560471571045
47527,2425,347.571539005376
47528,1922,910.624471246574
47529,2459,453.323192951662
47530,2075,407.882080783242
47531,2076,553.388664686154
47532,2140,316.769587086727
47533,2142,718.107883729424
47534,2062,543.469732837802
47535,2056,635.711752044603
47536,2161,420.343139073314
47537,2156,345.208885781209
47538,2156,910.728397134599
47539,1483,176.701049808711
47540,1922,291.420735192418
47541,2402,1438.36611317145
47542,2674,1371.02741923001
47543,2410,904.00073558128
47544,1923,508.839534879201
47545,1923,1531.77526790186
47546,2075,361.372681866464
47547,2141,1416.48146760169
47548,2487,1159.04534507339
47549,1861,512.177492819409
47550,1861,621.434065745432
47551,1833,441.640733557157
47552,1831,634.985441658053
47553,2078,350.00883438046
47554,5141,786.38579036439
47555,2650,732.530307281196
47556,2016,552.047509179103
47557,807,370.279888601582
47558,684,317.152276682816
47559,804,288.965136501189
47560,1177,619.132950149748
47561,1180,614.865935413475
47562,1895,514.398723007636
47563,2546,220.952331138109
47564,2545,242.798037932472
47565,2159,626.003241260474
47566,2393,265.050886576664
47567,1340,1042.51591667583
47568,2633,565.160673845377
47569,2632,546.619366114279
47570,2413,825.814729684532
47571,2402,671.333663367914
47572,2401,627.340179622501
47573,2161,832.972037998992
47574,2117,1089.96791913723
47575,2106,345.615119349462
47576,2106,744.321836157869
47577,2442,217.85225488248
47578,2650,574.530168685555
47579,5139,645.363855998302
47580,2417,502.733481574383
47581,2470,1146.82505538655
47582,2473,439.236041717297
47583,2066,1222.73039660583
47584,1865,748.643275359266
47585,2473,501.074077756937
47586,2474,728.449423120116
47587,2090,1263.0551559762
47588,2090,410.206265400049
47589,2122,976.333433757746
47590,2118,481.558560024699
47591,2221,302.597893495347
47592,1190,396.960094229175
47593,1413,400.803062017895
47594,1413,245.88050232592
47595,1413,212.598912702159
47596,917,722.889284937933
47597,1188,366.478139016107
47598,918,817.914825004157
47599,2406,1359.63887915583
47600,1833,1125.37610054183
47601,1839,1248.71182754612
47602,2047,521.693142961922
47603,2055,394.203604154249
47604,2124,530.787313778308
47605,2055,824.568466366289
47606,2055,1245.90598025137
47607,1419,574.580195792391
47608,2187,787.573269553544
47609,2053,396.448431264293
47610,1840,588.507859143305
47611,2061,251.227701621674
47612,2057,967.595241408992
47613,1436,392.112411880228
47614,2401,288.469562466318
47615,2412,366.553219630455
47616,2591,319.376227446643
47617,2591,852.386793242374
47618,2593,673.803506788663
47619,2589,797.195531715918
47620,2593,529.942000318681
47621,2222,667.653162528715
47622,1433,259.67692216475
47623,1218,511.0930311132
47624,5141,732.391722005666
47625,2650,215.175165816536
47626,2410,466.054509179345
47627,2411,380.281818576678
47628,2242,411.785542428602
47629,2242,699.698032112798
47630,2617,517.209391084724
47631,2240,642.38488319078
47632,2221,554.792679538338
47633,2667,387.868831350036
47634,2604,413.573475232885
47635,2184,958.456771451436
47636,2204,1453.31288682103
47637,2203,706.858573636458
47638,2046,496.664570737223
47639,2052,666.322677301207
47640,2251,589.08244686584
47641,4163,1241.57437841478
47642,2053,975.127083695348
47643,2054,379.70014703566
47644,4163,1005.59260671079
47645,1878,1044.94796999229
47646,2234,230.349082277958
47647,1851,850.76528506578
47648,3614,1112.35228744779
47649,3605,338.336312511833
47650,2152,529.722787326112
47651,2406,422.535018158605
47652,2485,316.113123869935
47653,2485,615.844147667541
47654,2406,767.353684184286
47655,2411,958.175556712207
47656,2387,484.173271515314
47657,2152,990.721053984734
47658,2194,625.926507529963
47659,2191,783.380980236357
47660,2629,480.124872238687
47661,2636,1281.37400218869
47662,2636,1438.94246272989
47663,2628,479.793970226569
47664,2411,991.506929065041
47665,2411,1071.55635920822
47666,2411,1450.65742705287
47667,2433,502.980098819707
47668,2432,462.971743254345
47669,1932,544.725184677103
47670,2040,1023.29170166894
47671,1312,402.612379430187
47672,1852,681.308698630182
47673,2528,444.310885616089
47674,2039,1106.01199878029
47675,1826,418.809387786695
47676,1830,627.405268731215
47677,678,583.967239291629
47678,1390,470.260319275234
47679,679,392.157349003632
47680,2040,598.298202493834
47681,2042,851.474365820484
47682,1741,257.098214078139
47683,1217,832.983297963667
47684,4128,1629.71800279307
47685,1876,738.744466942434
47686,1875,514.309368441548
47687,3601,873.112072881236
47688,1487,300.05327416119
47689,1883,393.333519137512
47690,2237,245.552064349466
47691,689,415.993889620265
47692,1401,383.358124138905
47693,1406,865.807155120011
47694,2486,611.227741202314
47695,2529,658.917506723735
47696,3602,1132.39817371604
47697,3602,443.236466257946
47698,1881,547.450755811775
47699,2254,1009.48558342115
47700,4131,1704.91094360374
47701,1871,604.65086163466
47702,2388,690.935908704695
47703,1904,769.672849197457
47704,1894,608.194751544186
47705,1895,646.622803222876
47706,1895,472.98274022049
47707,1894,355.000084371629
47708,1942,593.236269589753
47709,1936,434.355812344135
47710,1943,235.266580715765
47711,1934,901.251954347835
47712,2314,1060.5642528603
47713,1954,341.378542474725
47714,2632,782.133188869099
47715,1949,355.901777164617
47716,1960,392.266794151292
47717,2634,628.332649123063
47718,1216,280.602069198617
47719,1189,804.151276779547
47720,1189,268.097271635378
47721,1189,974.05942702656
47722,1553,229.270922229802
47723,1408,385.557842776314
47724,1795,267.381400441533
47725,1683,271.807211131797
47726,1216,348.11051941851
47727,1216,930.199804784826
47728,2259,1028.30138758738
47729,2472,676.561060382269
47730,1869,270.856062627338
47731,1485,402.444737422773
47732,1896,263.339539200658
47733,1904,339.165099875903
47734,1180,1125.21991406357
47735,1407,271.556864206432
47736,1408,611.536413906349
47737,1187,620.924788736968
47738,1683,303.430087403125
47739,2139,596.688978079217
47740,2599,435.421316244303
47741,2617,1251.18061582246
47742,2400,789.565386417898
47743,2327,386.497778344917
47744,2660,599.174599785332
47745,2660,385.624887610918
47746,2286,242.632112632567
47747,2285,621.979706395075
47748,2312,508.320309486115
47749,2508,846.825029476739
47750,2508,1158.26440981113
47751,2508,442.283807810116
47752,5186,932.880661384726
47753,5186,453.276256062064
47754,2510,1287.12411447083
47755,2336,349.512159273901
47756,5184,701.806898412092
47757,2439,960.183430517926
47758,2389,418.822292915273
47759,2314,395.885414478939
47760,2439,349.566076208693
47761,2019,464.948791658195
47762,2437,573.842251493079
47763,2438,351.20220059914
47764,2150,837.998866691084
47765,2437,1131.34967080652
47766,2022,640.67842697537
47767,1938,901.545116978164
47768,1941,1238.19650728673
47769,1071,784.362596964775
47770,1700,645.088432221975
47771,1700,595.124283214772
47772,1646,308.535097671448
47773,2621,212.408524102739
47774,2623,277.429923241826
47775,2628,303.749423892835
47776,4178,844.45166868306
47777,3657,377.219417214696
47778,3678,1430.00580169247
47779,2305,489.644609309119
47780,2271,448.293852722443
47781,2308,304.300777191625
47782,2271,925.275327612275
47783,2271,663.51164176383
47784,4174,416.37930853482
47785,4174,1126.82472970088
47786,4022,536.73278808134
47787,3623,368.475150751619
47788,3623,490.18487361382
47789,4224,420.339391679379
47790,3637,418.692989610993
47791,3636,459.325698872798
47792,3637,368.889440364178
47793,2032,755.983185251141
47794,3618,937.968375859572
47795,3568,1414.02599266205
47796,3576,1568.99190441433
47797,2191,401.235034528577
47798,5172,632.545451361727
47799,4270,488.021653279224
47800,3786,583.63008615169
47801,3822,372.026468471828
47802,5101,289.327599955359
47803,2476,538.202261491306
47804,2476,452.812665476373
47805,1936,556.099742307465
47806,2190,378.193814040085
47807,2196,306.937140766973
47808,5172,844.750800476323
47809,1941,738.09007495645
47810,2608,630.889616443535
47811,1160,340.230062943288
47812,511,257.910872639033
47813,54,520.024571030064
47814,2634,1518.50675573722
47815,2342,1762.71024211854
47816,2264,299.126856257642
47817,2631,861.589369508177
47818,2189,446.669207269057
47819,2522,405.726559420095
47820,2959,656.282060485367
47821,3403,459.25100924056
47822,3496,340.845129415544
47823,4210,816.469699381646
47824,3852,984.587135150521
47825,283,655.806570160753
47826,3298,823.987300588909
47827,994,1094.17470619622
47828,1682,609.776922850802
47829,992,324.807350172504
47830,993,323.550504681063
47831,1732,249.888298455813
47832,4159,659.943101760617
47833,3671,339.916689494243
47834,4167,447.895779586752
47835,4027,992.747492700228
47836,4225,564.760944715143
47837,1461,426.027665866781
47838,1458,966.748324753099
47839,1811,226.269462372841
47840,1723,189.698236652205
47841,537,283.885781878787
47842,539,206.53656168275
47843,143,343.402494960696
47844,1477,320.259206640238
47845,1592,389.284863017663
47846,1466,450.976865487104
47847,634,413.493381263014
47848,1467,320.700604710878
47849,2492,1602.60262434307
47850,2073,1026.80993353771
47851,143,1055.42401796623
47852,4769,1328.38098018848
47853,3444,703.841001787552
47854,3474,850.013043097582
47855,2492,798.737189114337
47856,2490,345.992914647981
47857,2590,2172.26665647017
47858,2591,1338.65652352871
47859,2986,547.901830203236
47860,3474,280.681450807933
47861,67,414.587092725849
47862,1071,455.084676486589
47863,1071,462.574580465497
47864,4233,646.763038029532
47865,3576,421.135132083703
47866,3543,505.507737011738
47867,3851,352.043230343097
47868,2095,1053.15161387588
47869,4026,698.599702860171
47870,3626,682.056412895526
47871,4259,507.648903903545
47872,3924,595.337788550656
47873,3549,306.400240442491
47874,3619,189.261101550226
47875,2120,668.685481275797
47876,3901,484.045261516328
47877,4135,196.045934907195
47878,2532,688.077385137002
47879,2515,316.387881382245
47880,2532,204.499047615106
47881,2514,977.819910084166
47882,2382,476.059380697447
47883,3641,445.58780084073
47884,3653,477.002307139619
47885,3817,748.41388590068
47886,3817,572.542483517366
47887,3930,333.407182166309
47888,2504,450.39195877402
47889,2504,1003.29757269271
47890,2100,1331.30550542501
47891,2317,501.739799122994
47892,2590,2200.69406751471
47893,2532,496.75492410482
47894,2532,1230.80555443316
47895,2335,353.576225061676
47896,2552,327.598101691989
47897,2153,529.991403606085
47898,2149,1126.87763380557
47899,2152,439.415766747104
47900,2337,631.321237669316
47901,2389,441.916302871899
47902,2573,501.282231139355
47903,2102,672.908909513076
47904,2515,549.228210361304
47905,2515,586.036661500102
47906,2494,1168.90418841576
47907,2493,1215.49696837549
47908,2493,369.332431123112
47909,2492,1249.17737108449
47910,2490,1607.73883097316
47911,2441,755.404508089431
47912,2554,949.760498164238
47913,2440,740.59676712002
47914,2192,315.244414216261
47915,2192,792.610229640349
47916,5174,668.777960823731
47917,2271,1153.86305526212
47918,570,823.454738435145
47919,1501,297.788994500285
47920,570,744.205184585884
47921,3756,812.791734304424
47922,561,330.430782093482
47923,1476,732.486144171054
47924,638,622.972711906304
47925,1476,426.261296509603
47926,1476,469.595779566704
47927,5186,874.445481014788
47928,4248,456.525263131264
47929,3925,518.740966506071
47930,3660,375.107734049471
47931,3658,723.372665023631
47932,3678,699.19432492013
47933,3568,390.137653822012
47934,3926,342.207940646136
47935,3545,649.01076266514
47936,3898,243.16105316522
47937,580,564.459091737304
47938,639,380.467752681597
47939,1447,264.072209440147
47940,1450,360.199194115123
47941,637,226.28644855879
47942,3577,1390.46174936647
47943,4221,358.787336507731
47944,3962,595.785122578178
47945,3968,421.056134579367
47946,4025,1151.93480934359
47947,5105,309.387974308958
47948,259,213.911363548865
47949,284,175.804354982551
47950,4804,575.235846360604
47951,284,528.374902023265
47952,259,964.350572569926
47953,4800,1219.19645522914
47954,5105,1002.41776048177
47955,1471,624.142802610895
47956,1470,305.721650782382
47957,1469,260.633854849375
47958,1458,1133.15344028442
47959,272,752.580826955222
47960,271,247.331235270416
47961,5099,259.962725875271
47962,636,676.87332753575
47963,877,1189.15226773524
47964,877,832.757078964962
47965,915,273.469466304123
47966,1176,353.307329114414
47967,5157,414.761933977853
