"from_stop_I","to_stop_I","d"
49496,281,512.482892843661
49497,282,570.387542158855
49498,1823,315.695200788012
49499,260,189.210618659414
49500,3967,1164.90625570579
49501,3817,904.088882869598
49502,3796,973.530102979372
49503,4752,225.892791672472
49504,3583,1323.12129093413
49505,3573,330.929169388591
49506,4777,2244.12607006209
49507,3740,1246.80817996559
49508,3684,1234.88657591105
49509,3167,2450.32768585056
49510,3332,329.978815540412
49511,3333,1962.80137850989
49512,3332,1567.17658256287
49513,254,300.965879194594
49514,1807,277.383860073991
49515,2634,2334.58941622552
49516,3362,624.581468310543
49517,4166,365.180569258489
49518,2005,37.6307159297694
49519,3308,2069.79742922942
49520,298,333.660585102253
49521,4804,483.806909887595
49522,4804,735.975066984889
49523,255,139.49418195771
49524,288,509.345923794978
49525,255,436.934959053631
49526,255,499.13486018588
49527,255,466.150067048195
49528,255,787.427692186829
49529,257,284.788259771084
49530,3803,1088.24458374049
49531,2366,348.21729607447
49532,2366,266.505374854804
49533,836,308.693477848605
49534,821,127.3575841249
49535,1268,246.883651630202
49536,1550,521.708195622451
49537,1294,54.0323292913132
49538,1267,235.138227689478
49539,1267,586.439907646086
49540,4226,755.034692585376
49541,3167,2568.09998757641
49542,3167,2845.34309088576
49543,3167,39468.7791245606
49544,3167,37285.0774283672
49545,3167,38666.0678057509
49546,703,202.947053083165
49547,1580,111.315602080098
49548,1712,209.255888008816
49549,1715,160.036977084866
49550,3761,180.346793834701
49551,4218,357.855431898876
49552,4226,487.145573008378
49553,4226,271.839681332591
49554,5124,712.478131154228
49555,3040,860.975077969112
49556,3045,735.193287843903
49557,505,396.159894872827
49558,504,163.436874665445
49559,505,155.075609565704
49560,1579,824.74489071741
49561,1579,1084.75098545214
49562,47,174.5234306921
49563,13,201.021860935442
49564,3167,37747.8371081729
49565,3119,624.282396194092
49566,641,488.398498399708
49567,1470,763.451975341823
49568,1473,569.764145025777
49569,1748,185.659105326061
49570,2727,678.65693364271
49571,3361,701.112062904803
49572,1152,591.451872621433
49573,1152,740.05967426881
49574,1075,303.16119313322
49575,5177,511.667261838217
49576,1075,379.728015188889
49577,359,1438.21007288553
49578,1797,1285.58480527806
49579,1797,1148.94672420042
49580,753,723.23319122869
49581,336,209.588522601105
49582,1584,421.363354842374
49583,5201,351.368818946605
49584,1253,312.323876995445
49585,1264,300.404134569356
49586,1264,238.003720150549
49587,42,365.720941100166
49588,3490,268.886371383583
49589,4790,1030.8718775194
49590,950,420.750676315732
49591,1580,253.896131982029
49592,1470,944.365019178952
49593,639,148.062911516869
49594,638,155.733660353216
49595,1447,471.154822650205
49596,5100,540.318344552006
49597,743,878.831364247756
49598,3387,982.916043999615
49599,2868,2506.04147404443
49600,2868,2289.82054668608
49601,2868,1546.81257797424
49602,5199,371.874632292378
49603,3256,681.751404676848
49604,3256,495.914877659248
49605,3322,392.105539166676
49606,3123,574.979542015402
49607,3340,659.809908990119
49608,3370,523.177881515819
49609,1468,632.143232702283
49610,548,197.705953993878
49611,658,294.139676526216
49612,1379,549.770237917844
49613,950,138.973660575857
49614,702,273.517935688508
49615,394,426.418876578415
49616,5195,500.757884094823
49617,5197,317.186129812861
49618,1815,209.939592816076
49619,1706,181.494738955542
49620,1706,254.513209640928
49621,3319,237.009120359409
49622,3321,769.064654995092
49623,3323,271.018528620022
49624,4798,2075.49845491078
49625,4798,936.48447798668
49626,483,174.399614419097
49627,303,644.956596189144
49628,273,508.198054122364
49629,635,161.48037205148
49630,636,121.428796106529
49631,1477,278.394704192072
49632,68,522.961945530378
49633,68,608.875782169545
49634,1706,174.726249518378
49635,1660,227.890851322712
49636,4790,1094.80180673516
49637,3819,781.782453191179
49638,3792,262.409706246337
49639,3650,440.121953008843
49640,3644,409.965057893788
49641,3648,198.465599705885
49642,3320,345.290186639693
49643,1035,697.731458077359
49644,1074,467.918318246728
49645,1074,342.644894261546
49646,1071,778.532108480605
49647,3167,39288.9705662187
49648,148,19.267022951687
49649,151,223.27579016336
49650,151,219.5269864515
49651,1623,468.169361498286
49652,518,261.915581793506
49653,2435,1323.73869096594
49654,935,505.657185411775
49655,387,342.270550355089
49656,384,684.431973455714
49657,436,260.282073449467
49658,1126,396.591099541487
49659,510,184.69527378127
49660,1137,856.56197878096
49661,731,1170.88820768195
49662,1606,842.155919137054
49663,1711,198.609752004735
49664,1605,676.179801953165
49665,1605,1081.84020439589
49666,1792,1101.48843769739
49667,1714,509.906955377925
49668,1720,126.444302816086
49669,1107,504.895721733122
49670,380,561.62747859119
49671,5118,568.078370805855
49672,1719,249.263406342314
49673,1272,758.520437730596
49674,1197,227.419632114611
49675,1292,120.548450290386
49676,1292,135.054804177639
49677,1771,613.040051771768
49678,1167,918.500106413309
49679,2836,370.588482288917
49680,3460,557.252547473652
49681,3332,754.621080636279
49682,2836,301.331624461799
49683,3373,795.48293503425
49684,3331,851.002048200158
49685,3330,619.990839440665
49686,3426,1089.74302805351
49687,1771,812.83604267027
49688,1771,503.664478879055
49689,1026,478.561013951968
49690,1026,310.378025751045
49691,1022,117.227100506142
49692,1027,939.196290497597
49693,3,254.523811170109
49694,150,664.494624698429
49695,511,49.3924338187856
49696,658,281.596081045458
49697,5099,420.460393101422
49698,634,419.167645607685
49699,1756,392.340195345695
49700,485,259.82947623877
49701,1456,155.149722811118
49702,1454,67.0956641495167
49703,1802,363.437661595711
49704,3256,1090.03607413434
49705,3470,1218.88711224336
49706,3476,440.661310125346
49707,2969,1414.85950091695
49708,1235,369.920601007901
49709,1036,449.671478751746
49710,1025,299.710805896489
49711,1025,469.996742169743
49712,5177,910.682911436421
49713,1025,658.963658886421
49714,1026,841.705098682925
49715,5199,259.647341715635
49716,503,143.642411720261
49717,500,128.541710108574
49718,817,621.742533381308
49719,796,249.073199757143
49720,796,561.629274065555
49721,818,278.272951920423
49722,820,343.668345653558
49723,794,1190.05252736864
49724,820,592.731743708403
49725,1550,684.008202365714
49726,1550,468.469368025327
49727,903,283.169034907707
49728,1235,422.976640934617
49729,2887,1627.54184044103
49730,1054,651.458946654253
49731,3555,351.502586294742
49732,254,490.18355136613
49733,258,174.714031358248
49734,1,770.093918156143
49735,259,405.358147912024
49736,4806,460.101781244076
49737,5177,707.061999396229
49738,5177,396.597778608052
49739,1025,362.46376762033
49740,705,234.279371972478
49741,705,160.55895656819
49742,339,524.500668945339
49743,1793,1065.897039258
49744,1249,594.209237549071
49745,5201,670.351106155409
49746,2868,2864.23643389291
49747,2990,267.636474322985
49748,3133,1118.46598089106
49749,3134,1733.98598228795
49750,3134,2210.59823706565
49751,3367,1370.41716368178
49752,1075,713.173050345639
49753,903,538.227823102945
49754,903,483.234341000973
49755,1771,221.241721365377
49756,1293,98.7134300279959
49757,1201,434.184037045035
49758,1783,457.023545825246
49759,518,141.0630994692
49760,1676,608.410778456194
49761,1818,62.2742334534554
49762,1706,436.334830929036
49763,4798,1827.99435679546
49764,4798,1270.70714190169
49765,3134,950.289960618711
49766,3167,1465.61416245823
49767,1294,378.907307281134
49768,1295,412.581350128339
49769,1268,213.831019852835
49770,1801,127.284563090824
49771,1808,205.827873498763
49772,1295,204.116174695557
49773,903,507.337039851299
49774,1024,291.151887184198
49775,1203,129.489563781619
49776,1295,191.482859497188
49777,1203,159.597727602829
49778,901,171.944956151851
49779,3663,388.009706179224
49780,3332,1266.32239582548
49781,3336,379.00970820304
49782,3274,626.818067746869
49783,3069,921.631314538619
49784,1295,517.385224241039
49785,73,184.063517277512
49786,47,184.959330105185
49787,335,1711.69326541198
49788,338,272.031731887759
49789,1265,650.93825790909
49790,4167,1178.60236787394
49791,3618,1362.93717763646
49792,641,131.656537586768
49793,3332,757.24880491474
49794,3380,875.764184137139
49795,3388,727.030599703604
49796,3398,209.759652183959
49797,4735,317.808757276309
49798,4735,273.618652352652
49799,214,124.317653181222
49800,1663,254.007064457531
49801,1025,247.831150486081
49802,5180,449.706821045015
49803,1022,961.607309792708
49804,5181,1017.75160655922
49805,1022,1135.15329388449
49806,5181,983.088585867255
49807,5181,804.052475965012
49808,1026,727.296863489229
49809,1562,537.377351149577
49810,641,303.745757783263
49811,636,332.571699924399
49812,794,782.006294822145
49813,635,374.886618651277
49814,794,207.767589700972
49815,820,237.724784596613
49816,794,312.066867154808
49817,820,176.048721670603
49818,793,344.801449846732
49819,821,375.994385229714
49820,1663,636.26610207732
49821,1663,492.546649688724
49822,906,307.44696896388
49823,508,255.030700377464
49824,508,549.438887925636
49825,534,451.166059324678
49826,62,444.514685426933
49827,1579,441.714071616069
49828,957,330.752358860109
49829,973,299.332267985755
49830,92,309.937225129768
49831,1733,583.033755419378
49832,1722,589.18998635327
49833,1722,304.046456980745
49834,1718,360.986278939724
49835,773,738.257840897677
49836,3142,14281.2407264555
49837,3167,27177.3742752397
49838,3167,4035.21742049751
49839,793,100.717092236614
49840,1772,200.875546403558
49841,1657,130.312957910146
49842,1269,283.515447690049
49843,1771,372.053666061358
49844,1772,313.558276817092
49845,1772,400.500807052678
49846,1594,486.569083906522
49847,1594,275.584091973389
49848,1003,363.147054745952
49849,973,230.966666878563
49850,117,616.627977351394
49851,3167,37516.8416192117
49852,3167,40147.5989006265
49853,3167,38144.2912576508
49854,3167,38704.8580112273
49855,3167,37744.5234545545
49856,3167,3962.33560419882
49857,3120,356.733796384457
49858,1204,146.56680744536
49859,4227,246.79637692158
49860,4194,604.484664326321
49861,3729,293.556979072239
49862,1719,242.743372438638
49863,97,367.372280485531
49864,232,171.191458497335
49865,232,197.213941183629
49866,247,195.640805274834
49867,950,365.971611886251
49868,3167,37839.8813072896
49869,3167,39395.5925758504
49870,3035,532.684424821648
49871,3394,648.588098972167
49872,3045,417.043917128203
49873,3038,858.030833236871
49874,1579,460.534329543022
49875,4126,382.127765738009
49876,4089,205.168189109314
49877,3958,270.638212770937
49878,3716,758.853954007179
49879,4177,674.860851997025
49880,3167,38597.6916977811
49881,3167,39663.8740975352
2556,45000,11712.480010358
2224,45001,21887.7626807119
2579,45002,433.621180581149
4071,45003,1844.17588630161
3514,45004,6325.00584673229
3415,45005,673.029096732019
3259,45006,31323.7278080863
3259,45007,28714.8972692305
3167,45008,12381.8841813713
3167,45009,36931.7896482617
3167,45010,42662.5708770958
3491,45011,17410.9315101202
3167,45012,43017.8807880983
3259,45013,29426.6291445548
3259,45014,35684.6390431085
3259,45015,38591.532721586
3259,45016,34291.4530948148
3260,45017,7031.32838355262
3154,45018,1688.4249156624
3129,45019,6054.74372911116
3468,45020,11810.0310101442
3254,45021,17159.8411766274
3254,45022,9994.24915800856
3163,45023,3692.84886930943
3413,45024,943.830098465588
1984,45025,1404.29345040377
3259,45026,3529.63001227314
3259,45027,9882.32704161861
3259,45028,13696.204568466
3259,45029,16566.4111815117
3523,45030,519.705890254918
1244,45031,4579.62835181173
3504,45032,2519.50509178213
209,45033,3890.64593234316
3535,45034,1686.732095996
3454,45035,4154.37703352782
2860,45036,2495.37197955535
3266,45037,7117.12090481239
3266,45038,5690.34417303197
1258,45039,123.821244086543
365,45040,3839.10025886469
3093,45041,2527.77960285995
2841,45042,5813.00953868743
2224,45043,8974.37671571978
4081,45044,4356.98375668113
4064,45045,1346.41746788152
4038,45046,1188.05849870084
4112,45047,4545.40150490896
3997,45048,4120.23465918377
1260,45049,2940.5743479535
1519,45050,2962.39787790458
2350,45051,8827.31456031823
2525,45052,4908.93208959571
2352,45053,1098.47200516557
2112,45054,1938.86584598584
2590,45055,8715.04347136876
2492,45056,3587.60736878272
2224,45057,7265.02514174135
2290,45058,7797.44375513652
2113,45059,2800.86486337188
4827,45060,4649.82868472192
2296,45061,1418.24476972139
2304,45062,2963.90022587926
1943,45063,1724.69686593113
5148,45064,1264.31868132451
3468,45065,1495.4002179363
3259,45066,13650.0496447511
3167,45067,38413.0799059041
3167,45068,6010.6090510554
3141,45069,558.067311239689
3142,45070,10085.5315145636
3142,45071,20679.2666975352
3167,45072,22039.1867840519
3183,45073,6614.08411184924
3481,45074,1350.15301749959
3166,45075,2984.18739152334
3167,45076,8640.74582477923
3167,45077,19380.2460958234
3167,45078,19818.2703795832
3167,45079,35820.2833004737
3167,45080,26891.3068605229
3167,45081,32714.1918879061
3167,45082,16855.1147930358
3167,45083,24849.0868302766
3167,45084,27353.3756794177
3167,45085,24187.6691924554
3142,45086,20874.6787144103
2284,45087,1600.32060991563
2536,45088,228.79634574939
5173,45089,2141.15967327602
4126,45090,2288.94718986902
4192,45091,232.546790770711
5132,45092,1302.62686381846
3870,45093,444.351218075889
3759,45094,1798.06742212206
3888,45095,130.690568394445
2775,45096,435.981349866942
2803,45097,1034.20963577152
2820,45098,1741.90678462303
2763,45099,2982.30050603478
2718,45100,534.947610215801
4808,45101,4564.66077491535
3361,45102,2207.12005952679
3113,45103,1933.2752079749
3089,45104,4707.2409794094
4732,45105,2249.22322682332
2394,45106,992.819373529555
2626,45107,573.262192499711
2201,45108,2584.36896213874
2241,45109,2054.42346914513
2406,45110,1126.45597309225
2205,45111,963.414523576703
3644,45112,890.833641589108
4182,45113,1429.36744755171
1521,45114,698.901632502283
4340,45115,618.07320277871
4771,45116,798.227963592211
3078,45117,2503.95202865041
3008,45118,3293.33319842199
3077,45119,1005.20773522105
3059,45120,2223.05643382882
3258,45121,2549.7051455235
2568,45122,1708.78498767258
2565,45123,467.007613544454
2158,45124,1294.57432782676
4041,45125,3655.03226392772
4082,45126,1159.40043756482
4018,45127,577.983388759622
4001,45128,2108.00907814084
2968,45129,958.876705910647
2370,45130,3077.71854648372
3327,45131,1129.77010795125
3398,45132,1069.01092982798
3067,45133,1645.87384062399
2819,45134,3408.23951568204
1245,45135,217.800095357188
3990,45136,1805.02496415574
4624,45137,6186.35015561361
4125,45138,4631.59342540889
4120,45139,999.828992360785
4120,45140,1957.62437718484
1382,45141,1250.20109178468
4788,45142,305.821305660913
3345,45143,1789.5688610624
2907,45144,2736.03623477533
3265,45145,1904.20503601803
3265,45146,2626.89102344384
4717,45147,925.748294370988
1111,45148,3005.6744725613
1140,45149,1181.33876203132
2880,45150,1486.38687877819
708,45151,676.580519676609
1712,45152,3319.68552706158
2098,45153,3740.87723981712
2593,45154,1713.17468057953
2227,45155,814.664192498919
2323,45156,1543.88819344409
2292,45157,1381.91609322869
3396,45158,2497.62686606417
3670,45159,823.439518608224
3890,45160,576.655875816387
720,45161,269.272310690139
429,45162,1281.10930320837
1115,45163,1228.35060496708
2867,45164,593.684871346133
1655,45165,934.213062854028
2951,45166,1378.92734815938
3685,45167,483.62837682605
572,45168,1062.47361789201
1208,45169,1245.90079070914
1792,45170,377.259663472608
1647,45171,488.805354396906
2971,45172,471.61215034415
2724,45173,1736.78573346973
2727,45174,1574.88590238598
2712,45175,611.830639223579
2716,45176,1312.52063002362
2715,45177,1571.21448183947
4267,45178,219.90469650955
4777,45179,2685.9941830249
1520,45180,1139.77148043201
1973,45181,908.56809103229
1238,45182,791.521093446996
1979,45183,1263.01740458496
1491,45184,424.720525573636
1491,45185,742.372089058881
25,45186,306.989563119384
2902,45187,2082.12295982218
4759,45188,606.307343255774
2994,45189,936.639398984736
472,45190,534.314044125191
1233,45191,302.407563078553
3346,45192,1295.10922797225
3970,45193,477.426789573208
2421,45194,473.317013077763
3044,45195,521.701149863407
1777,45196,738.314581006786
100,45197,427.421035711317
100,45198,173.627856145946
100,45199,208.919491525664
2916,45200,631.984509910602
39,45201,1374.68288113851
1019,45202,549.536245545156
1631,45203,1086.99886116941
2263,45204,636.170848312047
2960,45205,1421.30238685746
2983,45206,1064.20358000954
3976,45207,100.004456022353
3837,45208,753.373986756146
349,45209,873.346911353491
940,45210,922.8131489933
717,45211,729.933933790609
2878,45212,1027.99210191328
349,45213,990.824934823286
1693,45214,1608.9957106063
731,45215,1799.25090467303
4791,45216,1882.82067986559
2610,45217,1073.8556228004
2531,45218,283.462304729154
2478,45219,862.580559441684
3287,45220,619.184699026105
2852,45221,1073.69857246983
2953,45222,814.610761484698
3436,45223,289.046933156293
4399,45224,1512.59982249259
1737,45225,130.722927754675
4776,45226,281.79687393987
3803,45227,1339.78814926218
4790,45228,2034.7946363269
3014,45229,599.514691416553
2898,45230,404.153026794793
375,45231,251.799727735213
2081,45232,332.957230718184
683,45233,839.263043716398
4050,45234,1265.1495821156
4030,45235,830.980014159777
2525,45236,1576.49040957257
2287,45237,1411.20246028451
3994,45238,710.073218889806
4092,45239,784.027097004516
1495,45240,783.478778975284
3457,45241,450.759969054391
964,45242,1325.79311901119
1490,45243,743.18095524257
1721,45244,256.296021024434
1531,45245,1320.42260928269
2053,45246,1441.31502655589
2593,45247,1599.92430773869
355,45248,554.133555650116
94,45249,1481.6023830417
1032,45250,672.872342683126
163,45251,394.534596750617
1033,45252,84.9714279381032
2686,45253,45.2195918581437
2690,45254,275.013125049844
607,45255,844.598190918582
4235,45256,530.674111353903
4034,45257,1887.05125410952
5115,45258,802.476952001541
3574,45259,993.659609978541
4147,45260,440.718560650187
3622,45261,1316.97139523046
1710,45262,505.522552782586
4719,45263,200.239813314982
2454,45264,748.958718052974
2453,45265,1261.67141435184
5134,45266,1173.600549822
3867,45267,604.181169112942
4260,45268,678.92035428403
3955,45269,1471.44142632753
4088,45270,898.878144951162
4087,45271,920.35572207359
4269,45272,1658.51606631756
3840,45273,1512.31476998742
3839,45274,1618.82872198252
3695,45275,1447.14622116986
564,45276,1275.28445043218
3559,45277,477.124419633706
3918,45278,904.536212446259
4090,45279,1619.19577360164
2619,45280,941.133592696356
2084,45281,42.5468010862174
3996,45282,2471.17998466732
4177,45283,665.843565747661
3747,45284,422.477184965629
1117,45285,411.360821875502
1125,45286,678.782462430358
1112,45287,360.446374345183
2317,45288,1588.23878744545
2328,45289,440.894991059529
2290,45290,1494.75941376293
372,45291,634.439091173394
2790,45292,3134.72452333441
2996,45293,1221.20884081257
2704,45294,177.479604054825
2705,45295,850.593068226326
2735,45296,794.317578638112
2786,45297,281.244546631512
3303,45298,1249.05308486271
3531,45299,293.86130866405
442,45300,979.069614469312
623,45301,479.229904342579
362,45302,61.9768610094446
455,45303,642.502047046791
454,45304,1047.56353543892
361,45305,1386.99816253893
362,45306,480.113960088941
593,45307,699.609338777377
777,45308,1136.27901921478
3563,45309,1107.96806690535
3770,45310,1591.505298154
4135,45311,627.603863841602
586,45312,913.635168236024
641,45313,954.456051580445
1474,45314,568.347966677796
415,45315,504.056568183142
1145,45316,164.421744117915
4167,45317,280.755393496501
2632,45318,1040.22696566455
2415,45319,1470.73111611232
4811,45320,415.150163906162
2065,45321,435.041539401937
2222,45322,1242.07506013866
2255,45323,759.540915828319
2140,45324,731.158889305132
2468,45325,503.449976741597
2128,45326,395.030619919002
2069,45327,342.688697762743
2124,45328,335.376374784487
5138,45329,1787.85981493771
2014,45330,1782.22571017909
2384,45331,963.972377976719
2045,45332,587.071798254564
2043,45333,302.958379124534
3678,45334,759.772539478622
3569,45335,1123.11560336069
480,45336,1014.47941413965
1416,45337,307.511399873636
3089,45338,949.818624278705
3695,45339,461.356820034904
2086,45340,79.493376584557
2235,45341,695.159764932618
1792,45342,2186.7121566536
2766,45343,814.573954290549
2773,45344,719.05655029707
593,45345,490.688544742252
2700,45346,346.307266355052
4812,45347,1111.0256611519
2750,45348,137.086939453405
2577,45349,770.211081196333
2577,45350,1778.74553285657
1036,45351,1333.94463460585
468,45352,1254.41703144297
1155,45353,656.914064642433
1766,45354,1033.67329098656
1058,45355,136.596672875767
2885,45356,556.695099183498
1641,45357,1036.55499476588
1820,45358,1515.03122527901
976,45359,1423.9707203221
3942,45360,1610.07402683446
3862,45361,409.057874113268
320,45362,1013.81648758038
2166,45363,792.665913121352
4800,45364,692.633754376178
310,45365,550.567339366145
118,45366,304.335001781395
2490,45367,1792.09312368827
2364,45368,668.083866013538
674,45369,329.268332096476
1318,45370,504.168688498088
1431,45371,503.45232958544
1220,45372,590.234560784955
2543,45373,1495.1504890127
1401,45374,504.073415512711
2587,45375,281.509825770062
2241,45376,2095.33153399159
4007,45377,501.409440970976
1048,45378,860.554179195503
62,45379,1085.24988382108
2887,45380,1557.16502164323
2904,45381,1246.44290483305
112,45382,558.367385247123
1443,45383,488.940828544001
1443,45384,1301.57281294346
1549,45385,645.021937405963
3604,45386,1136.96377241738
3587,45387,1967.99600840646
3453,45388,1116.63562810726
4233,45389,442.737471469512
289,45390,583.56591182865
4779,45391,692.404547330091
933,45392,1203.38350390337
2904,45393,730.043024043603
1624,45394,912.758634365008
1939,45395,1115.34792116557
1941,45396,569.399439408443
3655,45397,974.756006706869
2378,45398,843.642771439201
94,45399,392.762585954592
18,45400,567.293563327018
1226,45401,495.315776300288
1780,45402,774.69319918099
841,45403,257.028854012389
1299,45404,1060.65897710273
637,45405,1173.52171686496
3761,45406,1885.16524015262
4205,45407,774.388634412001
4051,45408,987.078972653889
4471,45409,697.136640633905
3595,45410,522.025817189359
3708,45411,877.443097702865
3707,45412,1869.65213155647
3943,45413,439.848982673606
4172,45414,657.349332811411
3885,45415,1599.9852666399
3979,45416,158.003023742618
3981,45417,763.487131004537
4122,45418,2639.68341933014
3753,45419,852.659295404525
648,45420,1226.8431251528
4010,45421,993.944632222928
3987,45422,826.641979219302
4742,45423,2994.39674574764
4705,45424,1573.89768918931
4118,45425,1434.29077326172
3703,45426,673.436474097445
3710,45427,529.803289036099
3875,45428,612.173004255752
4128,45429,172.742888187873
3882,45430,595.418392125485
4086,45431,246.636211887102
3864,45432,931.267237117928
5108,45433,1523.6150979157
672,45434,564.057160257436
3750,45435,649.034473517144
1968,45436,714.152500746928
2096,45437,895.494595786066
2515,45438,1434.99035694452
688,45439,1033.78268491139
1308,45440,837.428996966963
1869,45441,1350.58231513972
1493,45442,1324.39028781703
1583,45443,344.934903422637
2515,45444,3097.7712520036
2061,45445,624.043634839297
2062,45446,447.146020388526
4034,45447,787.77522136803
4054,45448,598.719647020219
1371,45449,824.43239113227
4794,45450,1088.25295181331
2815,45451,1484.37393349892
3026,45452,226.535836716068
3060,45453,1114.18802979869
3337,45454,682.320289607123
3157,45455,1194.52993798071
3061,45456,776.520592982514
3272,45457,449.207096456124
3120,45458,3705.17165194107
3340,45459,3052.24259865573
3110,45460,639.917069629992
3376,45461,894.913831084905
3057,45462,1788.0069560195
3049,45463,1392.89450691648
3023,45464,177.659941675402
620,45465,644.476358773872
3479,45466,657.619963357715
317,45467,619.138953090811
493,45468,268.374876560772
3935,45469,493.727377934404
4265,45470,920.804187223845
5187,45471,991.735280631342
2505,45472,1368.73888104742
2554,45473,924.447755890151
1391,45474,506.375505027976
1442,45475,1703.48940607925
1388,45476,1101.31113929728
1422,45477,561.773673253888
1416,45478,206.793270615562
5125,45479,1242.6175727223
53,45480,283.871575433291
1744,45481,1342.66817709223
3020,45482,1105.25854166181
3277,45483,211.780050248699
4153,45484,738.455013167289
3919,45485,406.489850032734
3672,45486,954.130281831372
3055,45487,173.830563977416
3055,45488,838.957689862218
2518,45489,516.211058037119
2631,45490,1265.64460662046
3150,45491,712.740268244602
3367,45492,2459.57349570781
3142,45493,2137.65385378073
3142,45494,5869.41325999523
3142,45495,4857.08875201369
3142,45496,7037.85974242026
3133,45497,2488.36563018243
3133,45498,3902.69786903534
3167,45499,38408.5487725788
3167,45500,24733.2493411761
3167,45501,28048.5957505504
3131,45502,5444.98887726243
3142,45503,10660.5952534816
3167,45504,3874.6127939502
3167,45505,30072.1696819454
3142,45506,12020.1206499222
3142,45507,14678.8979363753
3142,45508,15724.0460432487
3167,45509,29207.5837230662
3167,45510,35283.4510020849
3167,45511,35948.7101519781
3167,45512,39843.9931785525
3183,45513,1227.87244539733
3142,45514,7925.1174027908
3142,45515,11592.3499003907
3167,45516,34021.8341997703
3167,45517,33205.7798128924
3167,45518,35303.1042975347
2403,45519,260.260169343918
2600,45520,363.327063921306
2547,45521,686.762244352931
2551,45522,321.093151463086
2546,45523,715.957907422185
1349,45524,594.686419335403
1313,45525,558.631960173684
1365,45526,483.111182365175
1334,45527,464.12223791517
1842,45528,298.381099720073
2038,45529,739.505221225532
2039,45530,392.278870600635
2515,45531,1398.39125148929
2598,45532,564.761819128882
2101,45533,413.51939963211
2095,45534,586.329319014511
2601,45535,616.297473327623
2439,45536,732.882736338258
2441,45537,1162.44262851401
2591,45538,799.246570846018
2602,45539,700.211934605013
2592,45540,21.999846106564
2488,45541,399.460609499478
2492,45542,1840.54608472487
2073,45543,574.767313908009
2397,45544,770.663763095833
2323,45545,421.64837353978
2590,45546,1062.69600334
2591,45547,486.89262473848
2590,45548,679.208052951685
2515,45549,891.981923140671
2491,45550,1063.1032528686
2491,45551,360.236897693635
2590,45552,1080.64653558707
2489,45553,1683.38936118533
2490,45554,788.239247403597
2489,45555,405.352310130597
2515,45556,823.42310552531
2514,45557,1118.70806140409
2641,45558,661.484065569662
2514,45559,596.95130856849
2494,45560,1583.90722757386
2494,45561,614.884473565325
2677,45562,438.983483881279
2095,45563,620.977051682057
2532,45564,708.361400483123
2509,45565,209.807925124958
2515,45566,1418.21542117156
2330,45567,471.08301155668
2400,45568,632.140803502686
2104,45569,1269.39218175535
2288,45570,645.203733448146
2326,45571,162.233010240806
2525,45572,801.938389814451
2403,45573,509.518734674883
2020,45574,533.790796277574
2439,45575,1301.82900713103
5186,45576,1530.08029019645
2317,45577,1183.11344274209
2505,45578,945.2668584539
2660,45579,1010.88751303175
2673,45580,349.805667010667
5184,45581,1014.95711775887
5184,45582,440.201057424832
2333,45583,344.651408229908
2104,45584,377.941049112385
2100,45585,201.487416578161
2019,45586,1010.42333862619
2120,45587,1142.69626776808
2403,45588,1546.19603100784
2106,45589,913.980265376402
2119,45590,1145.80786695705
2150,45591,1467.92387771177
2493,45592,939.710777707878
2503,45593,643.104034304624
2532,45594,1893.1513007901
4225,45595,1058.68747066872
3564,45596,422.020553505939
4234,45597,860.59612087997
4259,45598,778.613831755236
3922,45599,429.876946001439
3904,45600,380.38341258003
4247,45601,1238.96029187029
3738,45602,598.771410591129
5111,45603,644.316952749682
4190,45604,1258.41300260386
2381,45605,1510.1103371727
2382,45606,602.89502763225
2149,45607,362.876667568592
2151,45608,645.697471983904
3615,45609,656.732157700015
2484,45610,425.359409489777
2126,45611,429.119647638288
2159,45612,588.924648573115
2162,45613,722.658286242073
2160,45614,514.690856416996
1480,45615,805.072317555865
2480,45616,304.207982570371
1482,45617,279.053039998345
1282,45618,361.6784552154
1482,45619,222.202934391506
1400,45620,631.896106785421
1403,45621,323.478865704285
1397,45622,633.696941279821
1404,45623,277.387898360835
1404,45624,478.475027391202
861,45625,268.352359632608
1343,45626,1052.10262552797
867,45627,1170.43742808408
1344,45628,629.058705834549
1511,45629,302.094138153144
1353,45630,356.695682036391
1362,45631,251.957993759062
1877,45632,944.774050691682
1878,45633,499.077042012426
1405,45634,566.512850738229
1402,45635,1264.87268361542
1402,45636,618.513272570724
1407,45637,1056.13604155565
1441,45638,1031.26323673703
1411,45639,674.329508321719
1180,45640,245.59450112087
5154,45641,425.054680965847
1178,45642,74.0903270609572
1397,45643,1092.06556977815
1397,45644,536.802431508924
1397,45645,1102.99933847932
1395,45646,705.631245094085
1286,45647,1094.12219407989
1286,45648,651.27624583524
684,45649,348.544376337887
1870,45650,449.819568839987
3587,45651,1999.69185031153
2391,45652,715.198766689315
2391,45653,1150.8995810291
1894,45654,860.162680854121
1895,45655,872.726227452526
2393,45656,945.7379637784
1340,45657,957.900906668086
1388,45658,512.123237169285
1281,45659,886.303076317947
1281,45660,437.005777889458
1277,45661,554.729502315837
1322,45662,235.454272317366
1324,45663,344.412918145925
1322,45664,453.790731148834
1337,45665,596.150722013205
1225,45666,568.192704036266
680,45667,381.402453264903
1312,45668,511.695251107714
1327,45669,319.899690665168
1315,45670,676.860168898999
867,45671,442.449966854802
813,45672,305.441887467186
1352,45673,317.744643196657
